,AMZN_pred,GOOGL,IBM,MSFT,DEXJPUS,DEXUSUK,SP500,DJIA,VIXCLS,AMZN_DT,AMZN_3DT,AMZN_6DT,AMZN_12DT
2012-01-24,0.03901502787875799,-0.0788330286391492,0.0641737896975485,0.03750429250761167,0.012679688573975056,0.015444072921215302,0.01608733013629049,0.015397504752554525,-0.16040140620786758,0.02897178862137917,0.0772391194123685,-0.018438562894049326,-0.059176547232497434
2012-01-31,-0.0541557979475078,-0.0014125974743697256,0.003484895290704948,0.006454837984771977,-0.018687281410517897,0.01014395122136591,-0.0017053288031894098,-0.0033854057003139815,0.02764191636192681,0.03901502787875799,0.0851989792131489,0.07019121041214937,-0.1033939317321737
2012-02-07,0.037875045613103175,0.04493209980573187,0.0038866466790858922,0.027390097922130874,0.007048717344953381,0.008658609949366736,0.026051874560241828,0.01923064573325739,-0.0965970156529874,-0.0541557979475078,0.01383101855262936,0.028414464041083498,-0.13693240331178824
2012-02-14,-0.05766898937975373,0.004915610813658766,-0.001975228702818299,0.0032613112243748965,0.01945060353859418,-0.01266561165356811,0.0025578779863488776,6.212028972996109e-06,0.10172786323533112,0.037875045613103175,0.022734275544353366,0.09997339495672186,-0.10269623726159427
2012-02-22,-0.004940745494057097,-0.002989271491367518,0.00854731153233157,0.033162884988046315,0.02624425162534738,-0.0021027821811356873,0.010685468345817739,0.012264720634252768,-0.15029498791206075,-0.05766898937975373,-0.07394974171415836,0.011249237498990539,-0.04552022965365765
2012-03-01,0.04134621907372171,0.026521433101024172,-0.0004048638732783161,0.028905518266844954,0.011774319578780279,0.01598618696459808,0.007766107232159314,-0.0003381476397112948,0.027012799246068475,0.006407922742513783,-0.029768025354885985,-0.050893353449375844,-0.08508869138145325
2012-03-08,-0.017255282225493218,-0.0248235553514089,0.011476461302174279,-0.00870908452224528,0.004180505289203218,-0.00824552271965584,-0.0059708206583053425,-0.005590197590819912,0.039198429279005964,0.04134621907372171,0.017038374956636737,-0.0008523528167261318,-0.02832038070840248
2012-03-15,0.04230655852656717,0.022781032163313064,0.030509225617885605,0.025903243627257933,0.02160540405989675,-0.009717138476933285,0.02650678394058925,0.02636320672842274,-0.1519247467991045,-0.017255282225493218,0.030498859590742278,0.027317568700576444,0.01733751366078895
2012-03-22,0.06152922465291599,0.03933650131382738,-0.002478765040438091,-0.026215507325519027,-0.009410130966078789,0.00876864177298703,-0.007025907315399316,-0.01571352805225068,0.009680617710723816,0.04230655852656717,0.06639749537479567,0.03662947001990968,0.081846109835368
2012-03-29,-0.05123928392727617,0.0036463172198200056,0.013437731095395478,0.0037428499483751487,-0.0026702285558783956,0.006557814030461018,0.007510603748114519,0.007611532794786768,-0.005797117684326114,0.06152922465291599,0.08658050095398995,0.10361887591062668,0.13355234841671404
2012-04-05,-0.030980628830689305,-0.025127670066027008,-0.013535360675107633,-0.018856819995933805,0.0006074965255784548,-0.005609317326514762,-0.003712486772453616,-0.0065389938239288625,0.0758598512611286,-0.05123928392727617,0.052596499252206996,0.08309535884294927,0.08058302213021484
2012-04-16,0.014662891553321344,-0.040056780302564654,-0.010891594344231592,-0.0006433578700386633,-0.011123585218662413,-0.0008820565088013543,-0.009179610715324138,-0.0006328575508121048,0.03858664311843585,-0.03376315187397161,-0.05014974926244431,0.03399448441600228,-0.04712016285996068
2012-04-23,0.20858844434107304,-0.01407391875866626,-0.020432192772306124,0.03291447282535431,0.0086623484359718,0.014828062842630163,-0.0019221569150138507,0.00044567245824289614,-0.0301165024844523,0.014662891553321344,-0.07307146731714909,0.021044356356855864,-0.026629111262574945
2012-04-30,-0.029494941081582127,0.012058869717035847,0.04171183549518176,-0.003118274350929262,-0.016773705069696554,0.007609774712364681,0.022403599012064568,0.021917574625204495,-0.10086061033497407,0.20858844434107304,0.18948818402042278,0.22568014261818803,0.24383917033318703
2012-05-07,-0.009953488877157746,0.00445397489303101,-0.016211680284799357,-0.0437282442890492,0.0008766986596970838,-0.00203596948509871,-0.020474140561902665,-0.01564357647737502,0.09927791414598364,-0.029494941081582127,0.19375639481281226,0.14360664555036795,0.19656358883106861
2012-05-14,-0.0218582625010173,-0.005860236032380506,-0.01719966970094422,0.000978487910880066,-0.0006261348899068153,-0.004704725775954266,-0.023066611541782578,-0.024369511446863612,0.1438397469307442,-0.009953488877157746,0.16914001438233317,0.09606854706518408,0.21428994232465204
2012-05-21,-0.01552496461776176,0.016599862227320017,-0.008459428571547356,-0.024241558580429423,-0.006535149562479248,-0.02043573906155005,-0.01684827786313825,-0.015148804587695963,0.00638106084969392,-0.0218582625010173,-0.06130669245975717,0.1281814915606656,0.1968876989966306
2012-05-29,-0.007196933867994915,-0.032722527276204616,-0.00659543406215235,-0.006407160408556045,-0.006774583681755431,-0.009234263993891545,0.011921395976196791,0.0062096796902384455,-0.06667603531088195,-0.01552496461776176,-0.04733671599593681,0.14641967881687545,0.18041416323287773
2012-06-06,-0.013460913731172752,-0.013107745644127533,-0.0027798824190954363,0.00034103367803162143,0.0022779053129937665,-0.003676593298760966,0.0013772377531235946,-0.0004083005051764843,-0.08558135379030274,0.03940821388208082,-0.030543287842347944,0.13408290149320212,0.1712272894327329
2012-06-13,0.03788006761237206,-0.03412897387107883,-0.0045981577007960794,-0.007524330174931482,0.0030291579391130696,0.00528487953432466,-0.00019011334614926767,0.006550498571158414,0.09095215785942701,-0.013460913731172752,-0.0027903385398557745,-0.06887177257775878,0.14621868910521485
2012-06-20,0.011590673840505161,0.02884437608764845,0.028990405155775,0.05995832595516015,0.002391592807126308,0.012329667166657565,0.0305651430999081,0.025909824206756582,-0.3420087545029631,0.03788006761237206,0.06382736776328013,-0.003938023650186473,0.09469611694995361
2012-06-27,0.006362142449115815,-0.014318191894955312,-0.029508363539708427,-0.024878482498458254,0.0036393338781630646,-0.012844037395962904,-0.017741596648508384,-0.01551065616285463,0.12061480482890863,0.011590673840505161,0.03600982772170447,0.0054665398793565245,0.13033260705806704
2012-07-05,-0.0529032396936735,0.04569892858775759,0.01179568081547977,0.017414417597587217,0.007532992307544895,0.0018044730036488321,0.028585877420878703,0.023092975556194162,-0.11892524023516016,0.006362142449115815,0.055832883901993036,0.05304254536213726,0.194212652570795
2012-07-13,0.04433426867023815,-0.016275649893408684,-0.028617091299915742,-0.026856228398646653,-0.005163414280106693,0.004511770463662024,0.0015489813015019394,0.0003616500675835965,-0.02127739844728538,-0.030040160817392803,-0.009932685548463382,0.025412894076632497,0.1336425610978731
2012-07-20,0.03879275110050706,0.057792311158341825,0.034036186868624974,0.024534959827012592,-0.009005070681658012,0.005131505808142145,0.004324426472599008,0.0035531759288183196,-0.028478143830382496,0.04433426867023815,0.031052298619433927,0.04245863665660998,0.1605959631772551
2012-07-27,-0.009951620636989844,0.03875962248697995,0.02026586036436928,-0.012024394596693355,0.0007641365629078578,0.006250418971425475,0.0169615836583894,0.01954558726827038,0.026085798191763043,0.03879275110050706,0.05308685895335241,0.10133287552038528,0.03024379711723224
2012-08-03,-0.009492935458482066,0.009982183214625628,0.010787244870900992,-0.00033586729282530925,0.0006363347335307523,-0.004971646418648501,0.003615468331045868,0.0015673343590130173,-0.06557698430554426,-0.009951620636989844,0.07317539913375537,0.06324271358529199,0.05237578943696963
2012-08-10,0.03553715525842094,0.001044133151316906,0.008131683302468495,0.022271208607183457,-0.004590673708598558,0.0018513203921512456,0.010640604388912678,0.008499099978667601,-0.059266848355974844,-0.009492935458482066,0.01934819500503515,0.05040049362446908,0.038051053922815825
2012-08-17,0.01877201737738865,0.05328973649731328,0.009638077914538634,0.022258765703145666,0.015975995933724008,0.0011473739147564999,0.008703928491623714,0.005078711901715494,-0.09158578071334222,0.03553715525842094,0.01609259916294903,0.06917945811630144,0.10431523266337717
2012-08-24,0.010242792043758442,0.0021980500926925828,-0.017294087479760023,-0.011064288980481063,-0.010749392155998905,0.00748924546454216,-0.004969454857882916,-0.008869974248437273,0.12099966591963573,0.01877201737738865,0.04481623717732752,0.11799163631108289,0.1434045303877154
2012-08-31,0.034909323062739084,0.00947410401396187,-0.014874922657453382,0.008471962716727344,-0.004460026507529413,0.003093534459882752,-0.0032295757581639606,-0.005114909693521241,0.1405063521784813,0.010242792043758442,0.06455196467956803,0.08390015968460318,0.12635879634121316
2012-09-11,0.011974801317564676,0.016239401466337178,0.043897791508477724,0.013076443248948966,-0.0073016400744281285,0.011389359660703036,0.020166263816046026,0.02180872722836824,-0.09136912394147512,0.030942765469816003,0.06179132352776229,0.07967447051338894,0.15778823537754505
2012-09-18,-0.024609497661077562,0.036999028249195653,0.018521740247749996,0.012587009541752181,0.010360136150482369,0.011138039776938502,0.01780971273521903,0.01794752131764632,-0.14605838399801785,0.011974801317564676,0.05902204940636313,0.10058394170171692,0.15246448509692723
2012-09-25,-0.007394780100923981,0.04209308263131106,-0.010144570900332717,-0.025663452790701147,-0.008690150535317187,-0.0011698428203578692,-0.012223902687853005,-0.007926120025484096,0.08448114527108785,-0.024609497661077562,0.018308069126303117,0.0826207092082134,0.10037328055871875
2012-10-02,0.001435523817583828,0.010397453533694367,0.02343299144276134,-0.02431399308573834,0.0012827092574552168,-0.002837931450003439,0.0028815469452725395,0.0018418774980339947,0.017983785892460524,-0.007394780100923981,-0.020029476444436867,0.04176184708332542,0.10753545351828109
2012-10-10,0.010152783540394061,-0.023809054190974344,-0.02253092766392495,-0.029914079994036058,-0.003953330405463973,-0.004363552616262367,-0.012783028533175589,-0.011150811638936275,0.054237756238884494,-0.04364747267928859,-0.06590493943372877,-0.004561177132954342,0.12164272871526194
2012-10-18,-0.09383284858851582,-0.07813278293890136,-0.053916044578013356,0.018819878336181706,0.010147220502204846,0.00702542601724454,0.016954367461852193,0.016562035674935416,-0.036581479304802045,0.002576339672645922,-0.04683366291268154,-0.026319954844823634,0.12051804727013415
2012-10-25,0.04991743161693485,-0.02511861194807974,-0.017384811746991247,-0.05648076488674869,0.01004528788518222,-0.001363918376348472,-0.030918984146640405,-0.03341520869527059,0.18696809684995008,-0.09383284858851582,-0.15567474161300332,-0.15479129015225723,-0.040312257208788616
2012-11-07,-0.04004843101341393,-0.019563912924237314,-0.013108486293344157,0.018744041559627167,-0.0011264786221563128,-0.00847726824525108,-0.012563006157913392,-0.01258065729257396,0.02547908530098475,-0.003570288066109484,-0.050909679846729006,-0.09348298727626236,-0.0029689677583588647
2012-11-15,0.08378768416834159,-0.007741178630631396,-0.02261042091148635,-0.06937469249316175,0.01765117300440444,-0.00715993512209262,-0.017709299658402067,-0.021215845236508102,-0.027413997436591675,-0.03013957263016387,-0.06029388002058855,-0.12750693233038035,-0.08574508524705493
2012-11-26,0.02717044051363615,0.0213563178262266,0.031280357391077374,0.03227894233055739,0.011390900309946161,0.006641212304997868,0.013891200681530158,0.013306706024993176,0.016916473666700682,0.07848753088511007,0.04706354231255894,-0.005607801578108251,-0.010168978711062593
2012-12-04,-0.007154539932018089,0.029846372166741908,-0.009827405102314835,-0.026568570578654693,-0.004509727918547313,0.004295726450194215,0.005780507116889488,0.005702706637125132,0.07267119029735891,0.03666551024937181,0.10875917451695205,0.030725862650830216,0.0044059078060065815
2012-12-11,0.038001761100704634,0.008429961161167121,0.025239092141671193,0.03539216908744258,0.006817654846414278,0.00037267081176667327,0.01466749871843298,0.02264657921439195,-0.09490138486768895,-0.007154539932018089,0.08739945277398853,0.11740417130732794,-0.03738711884492929
2012-12-18,-0.04625301967627582,0.03412301710997401,0.00764284777946056,0.00874642308675,0.01898867293264228,0.009456481360212321,0.01318449644457953,0.007708482721444199,0.0,0.038001761100704634,0.06751273141805836,0.10548850079109773,-0.001573276619409647
2012-12-26,0.038852496800695135,-0.017064076560793673,-0.019296165566280443,-0.02572737459361063,0.01529981592374785,-0.009693528192313394,-0.011192003757813929,-0.010420869709516722,0.11521958898218498,-0.04625301967627582,-0.015405798507589274,0.09335337600936278,-0.0315135987694406
2013-01-03,0.026193644667364957,0.020663340437671707,0.01714768897130714,0.014415266911177227,0.009943427977775698,0.002790093883022926,0.028686888259895404,0.022279211741244254,-0.29059677661556815,0.038852496800695135,0.03060123822512395,0.11800069099911248,-0.0076693320805514276
2013-01-11,0.015480043572654978,0.002733515088603866,0.002368415599937279,0.0033601827280418384,0.012178770286277896,0.005720697108697659,0.0037978347650851063,0.003953408180805695,-0.034574977568166965,0.0333560628769467,0.03784229733281386,0.08092949986937814,0.10033885736544867
2013-01-18,0.01430268617451702,-0.04913413025737334,0.00010281934090450306,0.015532710089120716,0.007592711777456351,-0.015748356968139254,0.009418500133683061,0.01188526242633614,-0.0697416547491927,0.015480043572654978,0.09156517179993529,0.06906632679429947,0.1256042041912684
2013-01-29,0.024809740325641982,0.06979597734897336,0.039106909403130885,0.03118475238748797,0.0226483714295167,-0.007022456341529537,0.010185396679314174,0.017509627169797426,0.06840272688440052,-0.03709852120220081,-0.03067499217767633,0.03557844367912377,0.11146066658748222
2013-02-05,-0.0311675070000188,0.01587482513652727,-0.005458279942196498,-0.01837560878586819,0.029242803320808974,-0.006305150971432361,0.0022854275911692312,0.0017813600608285185,0.030338989890719148,0.024809740325641982,-0.02164569170662478,0.020402359873073372,0.13984069497923368
2013-02-12,0.02936735286736436,0.019348266766456845,-0.009453622372466164,0.013723681215577432,-0.0021450029674383586,0.00012777103448030624,0.005371673776012109,0.0028144886069316755,-0.08198823357902807,-0.0311675070000188,-0.043456287876577626,0.053676531584007314,0.1487216189926288
2013-02-20,-0.011932338231312123,0.014951023163003008,-0.0036560887820202836,0.007886405766909466,0.0014979673248332048,-0.01575652633546254,-0.005527208129917582,-0.003967694726451754,0.12307631191042567,0.02936735286736436,0.02300958619298754,-0.007665405984688789,0.11263977822579907
2013-02-28,0.03571880586370213,0.007102023771011545,0.012526637515840378,0.011213638371313728,-0.0064753086173059415,-0.004662625423000111,0.008127054111562337,0.012448295011987298,0.018874624754907643,-0.006299462391398336,0.0077874154909318705,-0.02846306297332557,0.047343773581063786
2013-03-07,-0.030171721666787832,0.03844268846605825,0.04188311881473794,0.01215605154075261,0.028182907114246092,-0.010587711398820587,0.019340635679428786,0.01937773385380659,-0.17193085334016223,0.03571880586370213,0.016233000652485785,0.02129278265566814,0.07823394185490073
2013-03-14,-0.04758854901389853,-0.01337267562125799,0.030010159131038883,0.0,0.012136579186356578,0.00046556483831183826,0.012209362316153438,0.014524671641179765,-0.14475139812999016,-0.030171721666787832,-0.000752378194484038,-0.02607397304108172,0.06430268291977992
2013-03-21,0.05040688140388028,-0.012592024332310103,-0.01653996291117643,-0.0010664434850133908,-0.011505199601034022,0.009331945018007826,-0.01121261783384675,-0.008124867947032044,0.2135400629590949,-0.04758854901389853,-0.04204146481698423,-0.03425404932605236,-0.013835003253386269
2013-03-28,-0.04219257083422878,-0.021265879671745758,0.0048873789569423565,0.017630691548101485,-0.011000745589878846,0.0002634699000881313,0.01501798696834733,0.010831129163355158,-0.09674079521284407,0.05040688140388028,-0.027353389276806084,-0.011120388624320299,0.06040182559411722
2013-04-08,0.03330662278167296,-0.03342869535958304,-0.014512987780252118,-0.0006991807772367409,0.05828913077536857,0.0016399360820555375,0.0005759557825184558,0.002784181926665852,-0.029139155401326722,-0.01021974914831869,-0.011022232715809821,-0.0246784875892212,-0.028176216268008147
2013-04-15,-0.01569860580855842,0.009095773296569298,-0.000286596471440248,0.0034915780542132957,-0.009141759958094298,0.0041207501813801395,-0.006875482479438588,-0.0009776577251674468,0.26951192542936386,0.03330662278167296,0.037951539894998554,0.007423312377702551,-0.004509432662885615
2013-04-22,-0.05382265830097932,0.022983974611148206,-0.10804031772459588,0.07193974981247342,0.013077382374930835,-0.003793085445003841,0.006510749002780258,-0.002196366080257306,-0.1824373712593106,-0.01569860580855842,0.007388267824795847,-0.03957824865361115,-0.03691227064999669
2013-04-29,0.023662701989588975,0.02340815437134136,0.058520936750840136,0.056130542518282756,-0.012159436469278972,0.01528037793775655,0.019714780300490453,0.01712290421936835,-0.048408027325053116,-0.05382265830097932,-0.03621464132786478,-0.047236874043674604,-0.06119444199946322
2013-05-06,0.03379599401460709,0.05057575024879668,0.01806366673494253,0.03436160663549659,0.012763544421601658,0.0026421797230311017,0.014879864464009351,0.010080776554243442,-0.07967807685819306,0.023662701989588975,-0.045858562119948765,-0.007907022224950211,-0.017482796904192632
2013-05-13,0.011726353151713553,0.018378022473314992,0.003146612514816738,-0.02156427517205639,0.02475398525132544,-0.016024216502214805,0.010008480263502761,0.008169551204940007,-0.008726751138237177,0.03379599401460709,0.0036360377032167435,0.01102430552801259,-0.017724044184707743
2013-05-20,-0.0012712045731735344,0.03471680626138518,0.025020933782676558,0.06720256432951244,0.006850012106403014,-0.004456977948897267,0.019709370567720264,0.016012457693664217,0.036765971202630254,0.011726353151713553,0.06918504915590962,0.032970407828044834,0.008291920238823636
2013-05-28,-0.005966344556589398,-0.030463865272030155,0.0008670717778773707,-0.001711689788481241,-0.0028371588761810784,-0.007211172130729304,-0.005466759579197955,0.001416373341021071,0.07975499584371892,-0.0012712045731735344,0.04425114259314711,-0.0016074195268016567,0.0058158928509008945
2013-06-05,0.016702933693596655,-0.00996534153558315,-0.025229346185176027,-0.002871073914595179,-0.01749432330944778,0.017763387792818497,-0.024230138558384517,-0.02261640791935804,0.16554872477962768,0.00615738611750416,-0.004332306102011074,-0.006454330407564157,-0.015118791642842133
2013-06-12,0.023608357002319558,0.014183002719369675,-0.007624696972888145,0.006305427101634731,-0.03907550384994973,0.01962171736971935,0.0022474570367956304,0.0023127402581621936,0.06042292080388423,0.016702933693596655,0.010397400320172778,0.06800219787448025,0.05205494964500179
2013-06-19,-0.00212332084966782,0.03238358046475742,0.0036710854584365293,-0.011783100020887005,-0.001469199550666822,-0.002551509963684029,0.01012518483703051,0.007769552380517908,-0.11081436634029007,0.023608357002319558,0.04646867681342037,0.07628393291973268,0.08294097734911254
2013-06-26,0.02300668207195322,-0.030470207402573557,-0.03568946894192582,-0.006962838249228831,0.022944167670877036,-0.020975953811077308,-0.015884301190872918,-0.013460184506081774,0.03368117483038535,-0.00212332084966782,0.03818796984624839,0.03385566374423732,0.05270312960084311
2013-07-03,0.053568648748510306,0.014522314153182059,-0.008296556109405273,-0.009947508823581419,0.024234392604213006,-0.004445032812377903,0.007549738066326306,0.005245057877719006,-0.06047936798510989,0.02300668207195322,0.04449171822460496,0.05488911854477774,0.08402314401328503
2013-07-12,-0.007572009190802476,0.03249410353788651,-0.014780636589377671,0.041791756942120895,-0.015474775932202256,0.01319227607356327,0.029168029948961838,0.021468700185263145,-0.07312689650639381,0.07306547653145223,0.11755540766739703,0.14202593478809789,0.13989199412073816
2013-07-19,0.021969643104613468,-0.029019431148018526,0.007624584712226934,-0.12750191689855983,0.009114189987975863,0.010010621006100562,0.0070575690002971925,0.005123843609585066,-0.09863941498474915,-0.007572009190802476,0.09506457361757281,0.13071322602635949,0.12717243019509095
2013-07-26,-0.02531704557119152,-0.012626818793060934,0.019494363252423597,0.006981942671890895,-0.02075223056905795,0.007052399609944526,-0.0002600672643167101,0.000970337897093998,0.014252022707201384,0.021969643104613468,0.08746311044526323,0.12339553234976997,0.22867955135648188
2013-08-02,-0.023111014732905666,0.023685234900384877,-0.011159096475096497,0.008502785245093847,0.008110344537453962,-0.005938996082669679,0.010595985440458477,0.006376636542428926,-0.05993696522467262,-0.02531704557119152,-0.010919411657380529,0.1066359960100165,0.16212647604121422
2013-08-09,-0.04274978206634561,-0.01798618425687959,-0.03334892451175708,0.025082647597345797,-0.028678737269862253,0.014943105498426146,-0.010731956614779214,-0.014982327209544621,0.11276210460628366,-0.023111014732905666,-0.02645841719948372,0.06860615641808909,0.1090078597533406
2013-08-16,0.018058011311495648,-0.03834917568101126,-0.013292091977200826,-0.02088696660623368,0.014032421752623314,0.007324627966859787,-0.02126601913149262,-0.02255579451891876,0.06914200279734661,-0.04274978206634561,-0.0911778423704428,-0.0037147319251795707,0.0798555306457116
2013-08-23,-0.03163190729449106,0.0154016435730302,0.00043116879353899407,0.08871320857396459,0.009889462258300341,-0.00275650035111491,0.004621422787748131,-0.004716215518445921,-0.027514963285269367,0.018058011311495648,-0.04780278548775563,-0.05872219714513616,0.08330373764296173
2013-08-30,0.06453178043182106,-0.0271519147391448,-0.017134155952834185,-0.039623672797666654,-0.0035570950662489054,-0.007086288752706227,-0.018523373752958427,-0.013427062553111213,0.19617366960210614,-0.03163190729449106,-0.05632367804934102,-0.08278209524882474,0.04793113077753475
2013-09-10,0.012605093316008897,0.03235178728539889,0.0142489852663088,0.015871107889683156,0.007913890539597013,0.01195857576522874,0.02660998946165094,0.023787950122081014,-0.13378944604301202,0.03924734171152444,0.05049449788304017,-0.01893015942889864,0.09189013273265267
2013-09-17,0.03222012873331348,-0.0028848648467798554,0.029360893732341964,0.01653419870323658,-0.010633062364589385,0.010748712489892231,0.01225836080394771,0.02204915437958732,0.0,0.012605093316008897,0.060861022520597,0.010509790617473591,0.10679724555767134
2013-09-24,0.021478457280442065,0.0008234662186969999,-0.011462223446859099,-0.01468365254861892,-0.004042042690010739,0.006581651614594508,-0.0043148871536242694,-0.012645190319904742,-0.03146012685229538,0.03222012873331348,0.08407256376084682,0.05711909763200396,0.12330153613801009
2013-10-01,-0.056793756096286785,0.0001803951828103223,-0.019078407801066177,0.03423036898582721,-0.007215111834623755,0.012541295561473154,-0.0014267103781335777,-0.009361834904852984,0.0986619942096052,0.021478457280442065,0.06630367932976444,0.11679817721280461,0.09937205941236371
2013-10-08,0.010399788250786912,-0.03830025581090091,-0.04196735979172672,-0.017120030326724045,-0.01138532222512545,-0.0073691388374297895,-0.023609865639133254,-0.027709114849237437,0.2691720456809126,-0.056793756096286785,-0.00309517008253124,0.05776585243806576,-0.01095450848752133
2013-10-16,0.05107432307645876,0.0480966707205468,0.0294001113994371,0.046382337633539716,0.017029932807100856,-0.0024492115110100188,0.03857266638761647,0.03783820138308158,-0.28700203162312565,0.04028662555283713,-0.006932671207986019,0.05579708615515955,0.03084209096045054
2013-10-24,0.09146900511704903,0.14312329960668535,0.016845017523792194,-0.034968889559501726,-0.005020245162812742,0.0012363997618575207,0.010857383959402611,0.008909137237422371,-0.020990275891835886,0.06671421996650206,0.053956798660258265,0.10579208605379709,0.09792637451643049
2013-10-31,-0.0578745166778889,0.004892695860609031,0.007898921961992933,0.04890319763699491,0.007571917892045477,-0.00731695457647441,0.0025480189695743505,0.0023532483611337085,0.040821994520255256,0.09146900511704903,0.17636723608917926,0.15404080928019237,0.2038072035589309
2013-11-07,0.06708939437647565,-0.022203121977554474,0.009754646430740976,0.05734687438675756,0.0046781332138925436,6.223356258039381e-05,-0.0053600760806693515,0.0030976529703838906,0.011569181822771224,-0.0578745166778889,0.1003087084056622,0.07693310705185308,0.16487080434090373
2013-11-15,0.008469555091027203,0.017106276021101152,0.017622375985262728,0.0015864462827828163,0.011445908090461643,0.006977786707060896,0.015450922291471159,0.012604080425473896,-0.056611367874446206,0.05243880914209598,0.015780600921222465,0.14594076537185252,0.24230778619340843
2013-11-25,0.021069973783278684,0.013843813088393553,-0.03043630282273213,0.019313547878118786,0.01645719704509574,0.0022321437839407654,0.0060934910485404,0.006023377763034077,-0.023948614616354558,0.028164867181553532,0.04869199806546742,0.19246200727651708,0.2930063314407816
2013-12-03,0.00807832860733182,0.006983736435038246,-0.01611197402586395,0.0176439149645784,0.009620178247384814,0.014048018036535548,-0.004224692906277916,-0.009890218678554774,0.12736487770885851,0.021069973783278684,0.08199003923921211,0.16411366466767596,0.2495445247922392
2013-12-11,0.0353953009313992,0.017898196524430254,-0.0030776405883070623,-0.03475189648390664,-0.0009762765590419775,0.0022601640603963635,-0.005924443137469204,-0.0029142908381238897,0.04781787435049267,-0.009815841472843978,0.04618491034166805,0.05234179359508495,0.22833107376185158
2013-12-18,0.021066620600686647,0.006900861553944537,0.019780289499096604,-0.027768423781674212,0.007783654787067107,-6.1018397065626395e-05,0.015826118614530316,0.020270909489054745,-0.11099677597202406,0.0353953009313992,0.03754315477938519,0.09829719880446586,0.2315062459599373
2013-12-26,-0.019855083375194482,0.029708756802125258,0.03653746773657929,0.023237924506402496,0.0053619431413851615,0.002621393277263906,0.017756969157751712,0.018421193209064768,-0.13767930691299402,0.021066620600686647,0.04664608005924187,0.14579040366448126,0.23109440928018188
2014-01-03,0.0030726663422493417,-0.011212973149762107,0.006935578600782755,-0.014257196274607864,-0.005632204282856712,-0.004071097830000481,-0.00546183122506072,-0.0005111022194270731,0.09924231914589043,-0.019855083375194482,0.036606838156891364,0.08279174849855941,0.2680330820012742
2014-01-13,0.04027956214952866,0.0050528908232259084,-0.00994140856475667,-0.032347035327508156,-0.010303909353913454,-0.002012748079697202,-0.0041525360207606,-0.010229247805465747,-0.020127403277422573,-0.006754958308872183,-0.010710232206212922,0.010981399859335106,0.23050477259799518
